name,reading,meaning
直筆,じきひつ,本人自身が直接に筆を取って書くこと。また、その書いたもの。直書。
直門,じきもん,師から直接教えを受けること。また、教えを受けた人。
自虐,じぎゃく,自分で自分をいじめ苦しめること。
自給,じきゅう,必要な物資を、他に求めるのでなく、自力で獲得してまかなうこと。
時給,じきゅう,1時間単位で支給される給料。時間給。
辞去,じきょ,別れのあいさつをして立ち去ること。
持経,じきょう,常に身から離さずに持っていて、読誦(どくじゅ)する経文。法華経をさすことが多い。
自供,じきょう,警察官などの取り調べに対し、容疑者・犯人が自己の犯罪事実などを申し述べること。
事業,じぎょう,１ 生産・営利などの一定の目的を持って継続的に、組織・会社・商店などを経営する仕事。２ 大きく社会に貢献するような仕事。
磁極,じきょく,磁石の、鉄を引きつける性能の最も強いところ。
時局,じきょく,国家・社会などの、その時の情勢。世の中の成り行き。
字句,じく,文章の中の、文字や語句。
時空,じくう,１ 時間と空間。２ 時間と通常の空間（ユークリッド空間）の三次元を合わせた四次元のこと。
地口,じぐち,１ 世間でよく使われることわざや成句などに発音の似通った語句を当てて作りかえる言語遊戯。「下戸(げこ)に御飯」（猫に小判）などの類。上方では口合いという。２ 道路に沿った敷地の長さ。また、家屋の間口。
自軍,じぐん,自分の所属する軍隊やチーム。
地毛,じげ,かつらなどでなく、本来生えている髪の毛。地髪(じがみ)。
字形,じけい,点や線の集まりで構成された文字の形。
自決,じけつ,１ 自分の意志で態度・進退を決めること。２ 自分の手で生命を絶つこと。自殺。自害。
事件,じけん,１ 世間が話題にするような出来事。問題となる出来事。２ 事柄。特に、法令上で扱われる事柄。３ 「訴訟事件」の略。
時限,じげん,１ 時を限ること。また、限りとして定められた時刻。２ 授業などの時間割の単位。時間。多く助数詞的に用いる。
事故,じこ,１ 思いがけず生じた悪い出来事。物事の正常な活動・進行を妨げる不慮の事態。２ 事柄の発生した理由。わけ。子細(しさい)。
自己,じこ,１ おのれ。自分。自身。２ 哲学で、同一性を保持して存在するあるものそれ自身。人格的存在以外にも用いられる。
事後,じご,物事が起こったあと。また、物事が済んだあと。
耳語,じご,口を相手の耳に当てて小声で話すこと。また、その話。耳打ち。
事項,じこう,ある物事の中の一つ一つの事柄。
時候,じこう,四季折々の気候。その時々の陽気。
時好,じこう,その時その時の、世間一般の好み。その時の流行。
次号,じごう,次の号。特に、雑誌などの刊行物の次に発行されるもの。
地声,じごえ,１ その人が生まれつき持っている声。持ち前の声。２ 音楽で、裏声に対して、自然な発声法で出す声。
時刻,じこく,１ 時の流れにおける、ある瞬間。連続する時間の中のある一点。２ ちょうどよい時。時機。
自在,じざい,１ 心のままであること。思うままになること。また、そのさま。２ 「自在鉤かぎ」の略。３ 仏・菩薩が望むとおりに物事をなしうること。この力を自在力といい、仏・菩薩を自在人という。
自作,じさく,１ 自分で作ること。また、自分で作ったもの。２ 自分の所有する田畑を自分で耕作すること。また、その人。自作農。
地酒,じざけ,その地方でつくられる清酒。特に、灘(なだ)や伏見(ふしみ)を除いた地方のものをさす。
自殺,じさつ,自分で自分の命を絶つこと。⇔他殺。
持参,じさん,品物や金銭を持っていくこと。また、持ってくること。
自賛,じさん,１ 自分の絵に自分で賛を書くこと。また、その賛。２ 自分で自分の行為などをほめること。
示指,じし,人差し指。
時事,じじ,その時々の社会的な出来事。
自失,じしつ,自己を見失ってぼんやりすること。
自室,じしつ,自分の部屋。
地質,じしつ,布などの、生地の性質・品質。地合い。
事実,じじつ,１ 実際に起こった事柄。現実に存在する事柄。２ 哲学で、ある時、ある所に経験的所与として見いだされる存在または出来事。論理的必然性をもたず、他のあり方にもなりうるものとして規定される。３ 本当に。実際に。４ 星新一のショートショート作品。かぼちゃの馬車に収録。
自若,じじゃく,重大事に当たっても、落ち着いていて、心や態度に少しの乱れもないさま。
自主,じしゅ,他からの干渉や保護を受けず、独立して事を行うこと。
自首,じしゅ,犯罪事実または犯人の発覚する前に、犯人が自ら捜査機関に犯罪事実を申告し、その訴追を求めること。
次週,じしゅう,つぎの週。来週。
自習,じしゅう,１ 独力で学習すること。２ 教師が不在のとき、生徒が自分たちだけで勉強すること。
自重,じじゅう,１ 自分の体重。２ 船舶・車両・構造物などの、それ自体の重量。
自粛,じしゅく,自分から進んで、行いや態度を慎むこと。
自書,じしょ,自分で書くこと。また、書いたもの。自筆。
地所,じしょ,土地。地面。ちしょ。
自序,じじょ,自分の著書に自分で序文を書くこと。また、その序文。
事象,じしょう,１ ある事情のもとで、表面に現れた事柄。現実の出来事。現象。２ 数学で、試行の結果起こる事柄。例えば、さいころを投げるという試行の結果からは一から六の目のどれかが出るという事象が起こる。
自傷,じしょう,自分で自分のからだをわざと傷つけること。
自称,じしょう,１ 自分から名のること。真偽はともかく、名前・職業・肩書などを自分で称すること。２ 人称の一。一人称。３ 自分で自分を褒めること。
事情,じじょう,１ 物事の状態。２ 物事の表面からはわからない背景や周辺の状態。
辞職,じしょく,今までついていた職を自分からやめること。
慈心,じしん,情け深い心。いつくしみの心。
磁針,じしん,磁界の方向を指し示す針状の磁石。中央に支点を置いて、水平に自由に回転する。羅針。
自身,じしん,１ 自分みずから。自分。２ 他の何ものでもなくそれみずからの意で、他の語に付けてそれを強調する語。そのもの。自体。
地震,じしん,地球内部の急激な変動による振動が四方に伝わり大地が揺れる現象。
自尽,じじん,自殺すること。
自陣,じじん,自分の陣地。味方の陣営。
自炊,じすい,１ 自分で食事をつくること。２ 手持ちの書籍や雑誌を裁断・解体し、各ページをイメージスキャナーで読み取り、電子書籍化すること。
